Year,Type,Date,Water Body,Species,Number,Size,Hatchery
2017,Public Fish - Requested,1/1/2017,45th Infantry Memorial Park (Coalgate Vet Pond),Channel Catfish,520,"9""",
2017,Public Fish - Requested,1/1/2017,Altus Lugert,Channel Catfish,"19,800","7""",
2017,Public Fish - Requested,1/1/2017,Altus Lugert,Walleye,"66,000",fingerling,
2017,Public Fish - Requested,1/1/2017,Arbuckle,Certified Florida Largemouth Bass,"100,000",1.5,
2017,Public Fish - Requested,1/1/2017,Arcadia Lake,Saugeye,"36,400",fingerling,
2017,Public Fish - Requested,1/1/2017,Ardmore City,Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Arkansas River,Sauger,"100,000",fingerling,
2017,Public Fish - Requested,1/1/2017,Beggs City,Channel Catfish,"4,560","7""",
2017,Public Fish - Requested,1/1/2017,"Bickham & Rudkin (33rd Street Pond), Edmond",Channel Catfish,800,"9""",
2017,Public Fish - Requested,1/1/2017,Birch,Hybrid Striped Bass,"11,370",1.5,
2017,Public Fish - Requested,1/1/2017,Bixhoma,Certified Florida Largemouth Bass,"15,000",1.5,
2017,Public Fish - Requested,1/1/2017,Blue River,Channel Catfish,"11,000","12""",
2017,Public Fish - Requested,1/1/2017,"Bluestem, Osage",Saugeye,"16,000",fingerling,
2017,Public Fish - Requested,1/1/2017,Boswell State Park,Channel Catfish,600,"9""",
2017,Public Fish - Requested,1/1/2017,Broken Bow,Certified Florida Largemouth Bass,"100,000",1.5,
2017,Public Fish - Requested,1/1/2017,"Buck Thomas, Moore",Channel Catfish,200,"9""",
2017,Public Fish - Requested,1/1/2017,Bull Lake City of Vinita,Channel Catfish,"1,500","7""",
2017,Public Fish - Requested,1/1/2017,Burtschi,Saugeye,"3,600",fingerling,
2017,Public Fish - Requested,1/1/2017,Canton,Walleye,"3,160,000",fry,
2017,Public Fish - Requested,1/1/2017,Carl Albert Lake (Talihina City Lake),Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Carl Blackwell,Hybrid Striped Bass,"33,800",1.5,
2017,Public Fish - Requested,1/1/2017,Carl Blackwell,Saugeye,"67,600",fingerling,
2017,Public Fish - Requested,1/1/2017,Carlton (Robbers Cave State Park),Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Cedar (USFWS),Certified Florida Largemouth Bass,"15,000",1.5,
2017,Public Fish - Requested,1/1/2017,Cedar (USFWS),Channel Catfish,"3,400","9""",
2017,Public Fish - Requested,1/1/2017,Choctaw-Ten Acre (10 Acre Park),Channel Catfish,800,"9""",
2017,Public Fish - Requested,1/1/2017,Chouteau Bridge Pond (WMA),Channel Catfish,500,"9""",
2017,Public Fish - Requested,1/1/2017,Church Lake,Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Clayton Lake State Park,Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Clayton Lake State Park,Channel Catfish,"3,000","9""",
2017,Public Fish - Requested,1/1/2017,Clear Creek Lake,Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Cleveland City,Certified Florida Largemouth Bass,200,Adult,
2017,Public Fish - Requested,1/1/2017,Clinton City,Saugeye,"3,350",fingerling,
2017,Public Fish - Requested,1/1/2017,Comanche City Pond,Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Coon Creek (Robbers Cave State Park),Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Coon Creek (Robbers Cave State Park),Channel Catfish,"1,360","9""",
2017,Public Fish - Requested,1/1/2017,Crowder Lake,Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Crowder Lake,Certified Florida Largemouth Bass,200,Adult,
2017,Public Fish - Requested,1/1/2017,Cyril Park Pond,Channel Catfish,200,"9""",
2017,Public Fish - Requested,1/1/2017,Dale Zachary Sr. Citizens,Channel Catfish,550,"9""",
2017,Public Fish - Requested,1/1/2017,Doc Hollis,Certified Florida Largemouth Bass,50,Adult,
2017,Public Fish - Requested,1/1/2017,Doc Hollis,Channel Catfish,700,"9""",
2017,Public Fish - Requested,1/1/2017,Dolese Park Pond,Channel Catfish,600,"9""",
2017,Public Fish - Requested,1/1/2017,Dripping Springs,Certified Florida Largemouth Bass,"60,000",1.5,
2017,Public Fish - Requested,1/1/2017,Duncan Lake,Saugeye,"8,000",fingerling,
2017,Public Fish - Requested,1/1/2017,Durant Lake,Certified Florida Largemouth Bass,"30,000",1.5,
2017,Public Fish - Requested,1/1/2017,"Eagle Lake, Del City",Channel Catfish,"1,640","9""",
2017,Public Fish - Requested,1/1/2017,El Reno - Southern Hills North,Channel Catfish,200,"9""",
2017,Public Fish - Requested,1/1/2017,El Reno - Southern Hills South,Channel Catfish,100,"9""",
2017,Public Fish - Requested,1/1/2017,Elk City,Certified Florida Largemouth Bass,200,Adult,
2017,Public Fish - Requested,1/1/2017,Elk City,Channel Catfish,"2,400","7""",
2017,Public Fish - Requested,1/1/2017,Elk City,Saugeye,"4,800",fingerling,
2017,Public Fish - Requested,1/1/2017,Ellsworth,Saugeye,"51,120",fingerling,
2017,Public Fish - Requested,1/1/2017,"Elmer Thomas Park, Lake Helen",Certified Florida Largemouth Bass,100,Adult,
2017,Public Fish - Requested,1/1/2017,"Elmer Thomas Park, Lake Helen",Certified Florida Largemouth Bass,"30,000",1.5,
2017,Public Fish - Requested,1/1/2017,"Elmer Thomas Park, Lake Helen",Channel Catfish,"1,500","9""",
2017,Public Fish - Requested,1/1/2017,"Elmer Thomas Park, Lake Helen",Channel Catfish,"3,000","7""",
2017,Public Fish - Requested,1/1/2017,"Elmer Thomas Park, Lake Helen",Channel Catfish,"6,000","9""",
2017,Public Fish - Requested,1/1/2017,Elmoore City Lake,Channel Catfish,"2,400","7""",
2017,Public Fish - Requested,1/1/2017,Etling,Channel Catfish,"6,400","7""",
2017,Public Fish - Requested,1/1/2017,Eucha Lake,Certified Florida Largemouth Bass,500,Adult,
2017,Public Fish - Requested,1/1/2017,Eufaula,Certified Florida Largemouth Bass,"100,000",1.5,
2017,Public Fish - Requested,1/1/2017,Fletcher Pond,Channel Catfish,100,"9""",
2017,Public Fish - Requested,1/1/2017,Foss,Walleye,"1,100,000",fry,
2017,Public Fish - Requested,1/1/2017,Ft. Cobb,Hybrid Striped Bass,"41,000",1.5,
2017,Public Fish - Requested,1/1/2017,Ft. Cobb,Saugeye,"41,000",fingerling,
2017,Public Fish - Requested,1/1/2017,Ft. Gibson Lake,Certified Florida Largemouth Bass,500,Adult,
2017,Public Fish - Requested,1/1/2017,Ft. Supply,Walleye,"940,000",fry,
2017,Public Fish - Requested,1/1/2017,Fuqua,Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Geronimo City Park Pond,Channel Catfish,300,"9""",
2017,Public Fish - Requested,1/1/2017,"Griffin Park, Norman",Channel Catfish,500,"9""",
2017,Public Fish - Requested,1/1/2017,Guthrie - Mineral Wells,Channel Catfish,330,"9""",
2017,Public Fish - Requested,1/1/2017,"H.B. Parsons Fish Hatchery, Hefner",Channel Catfish,"10,000","2""",
2017,Public Fish - Requested,1/1/2017,"H.B. Parsons Fish Hatchery, Hefner",Hybrid Striped Bass,"600,000",fry,
2017,Public Fish - Requested,1/1/2017,"H.B. Parsons Fish Hatchery, Hefner",Walleye,"600,000",fry,
2017,Public Fish - Requested,1/1/2017,Hall,Channel Catfish,360,"9""",
2017,Public Fish - Requested,1/1/2017,Heritage Park Pond (Harrah),Channel Catfish,200,"9""",
2017,Public Fish - Requested,1/1/2017,"Highland Park, Guthrie (Aka Hudson Lake)",Channel Catfish,50,"9""",
2017,Public Fish - Requested,1/1/2017,Hinton City Lake,Channel Catfish,400,"9""",
2017,Public Fish - Requested,1/1/2017,Holdenville City,Certified Florida Largemouth Bass,"30,000",1.5,
2017,Public Fish - Requested,1/1/2017,Humphreys,Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Hungry Goat pond (Deep Fork WMA),Channel Catfish,"1,000","7""",
2017,Public Fish - Requested,1/1/2017,"Hunter Park, Kiowa",Channel Catfish,750,"9""",
2017,Public Fish - Requested,1/1/2017,Jap Beaver,Channel Catfish,"1,300","9""",
2017,Public Fish - Requested,1/1/2017,Kaw,Hybrid Striped Bass,"100,000",1.5,
2017,Public Fish - Requested,1/1/2017,Kaw,Walleye,"42,500",fingerling,
2017,Public Fish - Requested,1/1/2017,Langston,Channel Catfish,"12,160","7""",
2017,Public Fish - Requested,1/1/2017,Lawtonka,Certified Florida Largemouth Bass,"60,000",1.5,
2017,Public Fish - Requested,1/1/2017,Lawtonka,Channel Catfish,"7,200","7""",
2017,Public Fish - Requested,1/1/2017,Lawtonka,Saugeye,"24,000",fingerling,
2017,Public Fish - Requested,1/1/2017,"Legion Park Pond, El Reno",Channel Catfish,150,"9""",
2017,Public Fish - Requested,1/1/2017,Lexington WMA Ponds,Channel Catfish,"1,200","7""",
2017,Public Fish - Requested,1/1/2017,"Liberty Lake Park, Lawton",Channel Catfish,600,"9""",
2017,Public Fish - Requested,1/1/2017,Lone Chimney,Certified Florida Largemouth Bass,200,Adult,
2017,Public Fish - Requested,1/1/2017,Madill City Lake,Channel Catfish,920,"9""",
2017,Public Fish - Requested,1/1/2017,Maple Park,Channel Catfish,130,"9""",
2017,Public Fish - Requested,1/1/2017,McGee Creek,Certified Florida Largemouth Bass,"100,000",1.5,
2017,Public Fish - Requested,1/1/2017,McMurtry,Saugeye,"23,100",fingerling,
2017,Public Fish - Requested,1/1/2017,Medicine Creek,Channel Catfish,"2,000","9""",
2017,Public Fish - Requested,1/1/2017,"Mitch Park Pond, Edmond",Channel Catfish,50,"9""",
2017,Public Fish - Requested,1/1/2017,Mountain Lake,Certified Florida Largemouth Bass,"15,000",1.5,
2017,Public Fish - Requested,1/1/2017,"Mulvey Pond, Yukon City Park",Channel Catfish,600,"9""",
2017,Public Fish - Requested,1/1/2017,Murray,Certified Florida Largemouth Bass,"100,000",1.5,
2017,Public Fish - Requested,1/1/2017,Nanih Waiya,Certified Florida Largemouth Bass,"15,000",1.5,
2017,Public Fish - Requested,1/1/2017,Nanih Waiya,Channel Catfish,"5,240","9""",
2017,Public Fish - Requested,1/1/2017,Natural Falls State Park,Channel Catfish,350,"9""",
2017,Public Fish - Requested,1/1/2017,"NE Lions Park, Norman (AKA Willow Pond)",Channel Catfish,600,"9""",
2017,Public Fish - Requested,1/1/2017,Okemah City,Certified Florida Largemouth Bass,"60,000",1.5,
2017,Public Fish - Requested,1/1/2017,Okemah City,Channel Catfish,"15,220","7""",
2017,Public Fish - Requested,1/1/2017,Okmulgee WMA #4 ,Channel Catfish,200,"7""",
2017,Public Fish - Requested,1/1/2017,Onapa City,Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Onapa City,Certified Florida Largemouth Bass,100,Adult,
2017,Public Fish - Requested,1/1/2017,Oologah,Hybrid Striped Bass,"100,000",1.5,
2017,Public Fish - Requested,1/1/2017,Oologah,Walleye,"100,000",fingerling,
2017,Public Fish - Requested,1/1/2017,Ozzie Cobb,Certified Florida Largemouth Bass,"15,000",1.5,
2017,Public Fish - Requested,1/1/2017,Ozzie Cobb,Channel Catfish,"4,640","9""",
2017,Public Fish - Requested,1/1/2017,Perry CCC (Lake Perry Park),Certified Florida Largemouth Bass,50,Adult,
2017,Public Fish - Requested,1/1/2017,Pine Creek,Certified Florida Largemouth Bass,"60,000",1.5,
2017,Public Fish - Requested,1/1/2017,Ponca City Lake,Hybrid Striped Bass,"8,050",1.5,
2017,Public Fish - Requested,1/1/2017,Ponca City Lake,Saugeye,"16,100",fingerling,
2017,Public Fish - Requested,1/1/2017,Prague,Certified Florida Largemouth Bass,"30,000",1.5,
2017,Public Fish - Requested,1/1/2017,Purcell City,Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,R.C. Longmire,Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Raymond Gary,Certified Florida Largemouth Bass,"30,000",1.5,
2017,Public Fish - Requested,1/1/2017,Raymond Gary Dept. Lake (Research),Channel Catfish,"10,520","9""",
2017,Public Fish - Requested,1/1/2017,Red Rock Canyon,Channel Catfish,100,"9""",
2017,Public Fish - Requested,1/1/2017,Roland City (Garrison Creek),Channel Catfish,"3,250","7""",
2017,Public Fish - Requested,1/1/2017,Sapulpa - Kelly Lane Park,Channel Catfish,220,"9""",
2017,Public Fish - Requested,1/1/2017,Sardis,Certified Florida Largemouth Bass,"100,000",1.5,
2017,Public Fish - Requested,1/1/2017,Schooler,Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Schooler,Channel Catfish,"1,400","9""",
2017,Public Fish - Requested,1/1/2017,Shawnee #1,Walleye,"22,000",fingerling,
2017,Public Fish - Requested,1/1/2017,Shawnee #2,Walleye,"26,720",fingerling,
2017,Public Fish - Requested,1/1/2017,Shell Lake,Saugeye,"11,460",fingerling,
2017,Public Fish - Requested,1/1/2017,Shidler,Certified Florida Largemouth Bass,100,Adult,
2017,Public Fish - Requested,1/1/2017,Skiatook,Certified Florida Largemouth Bass,"30,000",1.5,
2017,Public Fish - Requested,1/1/2017,Skiatook,Hybrid Striped Bass,"105,400",1.5,
2017,Public Fish - Requested,1/1/2017,Skiatook,Walleye,"105,400",fingerling,
2017,Public Fish - Requested,1/1/2017,Sooner Lake,Certified Florida Largemouth Bass,"60,000",1.5,
2017,Public Fish - Requested,1/1/2017,Sooner Lake,Hybrid Striped Bass,"54,000",1.5,
2017,Public Fish - Requested,1/1/2017,Sooner Lake,Saugeye,"108,000",fingerling,
2017,Public Fish - Requested,1/1/2017,Sportsman,Certified Florida Largemouth Bass,"30,000",1.5,
2017,Public Fish - Requested,1/1/2017,Stigler City,Channel Catfish,"4,884","7""",
2017,Public Fish - Requested,1/1/2017,Taft,Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Talawanda #1,Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Taylor,Saugeye,"4,540",fingerling,
2017,Public Fish - Requested,1/1/2017,Texoma,Certified Florida Largemouth Bass,"100,000",1.5,
2017,Public Fish - Requested,1/1/2017,Thunderbird,Certified Florida Largemouth Bass,"60,000",1.5,
2017,Public Fish - Requested,1/1/2017,Thunderbird,Saugeye,"121,400",fingerling,
2017,Public Fish - Requested,1/1/2017,Tinker AFB Ponds,Channel Catfish,800,"9""",
2017,Public Fish - Requested,1/1/2017,Tom Steed,Saugeye,"64,000",fingerling,
2017,Public Fish - Requested,1/1/2017,Vanderwork,Channel Catfish,675,"9""",
2017,Public Fish - Requested,1/1/2017,"Veterans Lake, Sulphur",Certified Florida Largemouth Bass,"15,000",1.5,
2017,Public Fish - Requested,1/1/2017,"Veterans Park Pond, Jenks",Channel Catfish,540,"9""",
2017,Public Fish - Requested,1/1/2017,Vincent,Certified Florida Largemouth Bass,200,Adult,
2017,Public Fish - Requested,1/1/2017,Watonga,Certified Florida Largemouth Bass,100,Adult,
2017,Public Fish - Requested,1/1/2017,Watonga,Channel Catfish,"3,300","7""",
2017,Public Fish - Requested,1/1/2017,Waurika,Hybrid Striped Bass,"100,000",1.5,
2017,Public Fish - Requested,1/1/2017,Waurika,Saugeye,"101,000",fingerling,
2017,Public Fish - Requested,1/1/2017,Wayne Wallace (Robbers Cave State Park),Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Wayne Wallace (Robbers Cave State Park),Channel Catfish,"3,880","9""",
2017,Public Fish - Requested,1/1/2017,"Welch Park Pond, Yukon",Channel Catfish,400,"9""",
2017,Public Fish - Requested,1/1/2017,Weleetka,Certified Florida Largemouth Bass,"75,000",1.5,
2017,Public Fish - Requested,1/1/2017,Wetumka,Certified Florida Largemouth Bass,"30,000",1.5,
2017,Public Fish - Requested,1/1/2017,Wetumka,Channel Catfish,"6,760","7""",
2017,Public Fish - Requested,1/1/2017,"Wildhorse Park Pond, Mustang",Channel Catfish,400,"9""",
2017,Public Fish - Requested,1/1/2017,Wiley Post,Channel Catfish,"12,080","7""",
2017,Public Fish - Requested,1/1/2017,Wintersmith Park (Ada City Lake),Channel Catfish,520,"9""",
2017,Public Fish - Stocked,1/3/2017,Etling,Rainbow Trout,100,14+,Cedar Springs Trout Farm
2017,Public Fish - Stocked,1/3/2017,Etling,Rainbow Trout,"2,165",14-Sep,Cedar Springs Trout Farm
2017,Public Fish - Stocked,1/5/2017,Blue River,Rainbow Trout,"2,000",11.38,Norfork NFH
2017,Public Fish - Stocked,1/5/2017,Blue River,Rainbow Trout,"2,000",11.38,Norfork NFH
2017,Public Fish - Stocked,1/10/2017,Blue River,Rainbow Trout,"1,190",11.05,Norfork NFH
2017,Public Fish - Stocked,1/10/2017,Blue River,Rainbow Trout,"1,190",11.05,Norfork NFH
2017,Public Fish - Stocked,1/11/2017,Fourche Maline River,Rainbow Trout,20,14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,1/11/2017,Fourche Maline River,Rainbow Trout,286,9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,1/11/2017,Mountain Fork,Rainbow Trout,"1,188",14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,1/11/2017,Mountain Fork,Rainbow Trout,80,9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,1/12/2017,Mountain Fork,Rainbow Trout,"2,250",11.52,Greers Ferry NFH
2017,Public Fish - Stocked,1/17/2017,Watonga,Rainbow Trout,900,14,Cedar Springs Trout Farm
2017,Public Fish - Stocked,1/17/2017,Watonga,Rainbow Trout,30,14-Sep,Cedar Springs Trout Farm
2017,Public Fish - Stocked,1/19/2017,Illinois River-Lower,Brown Trout,"8,689",6.67,Norfork NFH
2017,Public Fish - Stocked,1/19/2017,Mountain Fork,Brown Trout,"8,689",6.67,Norfork NFH
2017,Public Fish - Stocked,1/23/2017,Etling,Rainbow Trout,100,14+,Cedar Springs Trout Farm
2017,Public Fish - Stocked,1/23/2017,Etling,Rainbow Trout,"2,100",14-Sep,Cedar Springs Trout Farm
2017,Public Fish - Stocked,1/24/2017,Blue River,Rainbow Trout,568,"9-24""","Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,1/24/2017,Blue River,Rainbow Trout,"1,136","9-24""","Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,1/25/2017,Fourche Maline River,Rainbow Trout,21,14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,1/25/2017,Fourche Maline River,Rainbow Trout,344,9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,1/25/2017,Mountain Fork,Rainbow Trout,60,14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,1/25/2017,Mountain Fork,Rainbow Trout,"1,370",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,1/26/2017,Mountain Fork,Rainbow Trout,"2,250",11.25,Greers Ferry NFH
2017,Public Fish - Stocked,1/26/2017,Mountain Fork,Rainbow Trout,"2,250",11.25,Greers Ferry NFH
2017,Public Fish - Stocked,1/31/2017,Blue River,Rainbow Trout,526,"9-24""","Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,1/31/2017,Blue River,Rainbow Trout,"1,300","9-24""","Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,2/6/2017,Watonga,Rainbow Trout,80,14,Cedar Springs Trout Farm
2017,Public Fish - Stocked,2/6/2017,Watonga,Rainbow Trout,"2,500",14-Sep,Cedar Springs Trout Farm
2017,Public Fish - Stocked,2/7/2017,Blue River,Rainbow Trout,527,"9-24""","Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,2/7/2017,Blue River,Rainbow Trout,"1,300","9-24""","Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,2/8/2017,Fourche Maline River,Rainbow Trout,249,9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,2/8/2017,Fourche Maline River,Rainbow Trout,19,14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,2/8/2017,Mountain Fork,Rainbow Trout,997,14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,2/8/2017,Mountain Fork,Rainbow Trout,77,9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,2/16/2017,Etling,Tiger Muskie,280,9.9,Byron SFH - ODWC
2017,Public Fish - Stocked,2/21/2017,Blue River,Rainbow Trout,788,"9-24""","Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,2/21/2017,Watonga,Rainbow Trout,"1,000","6""-14""",Cedar Springs Trout Farm
2017,Public Fish - Stocked,2/21/2017,Watonga,Rainbow Trout,50,"14+""",Cedar Springs Trout Farm
2017,Public Fish - Stocked,2/22/2017,Dolese Park Pond,Rainbow Trout,263,12,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,2/22/2017,Fourche Maline River,Rainbow Trout,388,9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,2/22/2017,Fourche Maline River,Rainbow Trout,32,14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,2/22/2017,Mountain Fork,Rainbow Trout,"1,573",14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,2/22/2017,Mountain Fork,Rainbow Trout,132,9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,3/1/2017,Blue River,Rainbow Trout,"1,164","9-24""","Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,3/2/2017,Mountain Fork,Rainbow Trout,"2,170",11.39,Greers Ferry NFH
2017,Public Fish - Stocked,3/2/2017,Watonga,Rainbow Trout,"1,100","9""-14""",Cedar Springs Trout Farm
2017,Public Fish - Stocked,3/2/2017,Watonga,Rainbow Trout,50,"14+""",Cedar Springs Trout Farm
2017,Public Fish - Stocked,3/9/2017,Mountain Fork,Rainbow Trout,"1,955",14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,3/9/2017,Mountain Fork,Rainbow Trout,145,9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,3/14/2017,Mountain Fork,Rainbow Trout,"2,000",10.87,Greers Ferry NFH
2017,Public Fish - Stocked,3/15/2017,Blue River,Rainbow Trout,"1,540","9-24""","Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,3/15/2017,Etling,Rainbow Trout,100,14+,Cedar Springs Trout Farm
2017,Public Fish - Stocked,3/15/2017,Etling,Rainbow Trout,"2,100",14-Sep,Cedar Springs Trout Farm
2017,Public Fish - Stocked,3/15/2017,Mountain Fork,Rainbow Trout,"1,362",14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,3/15/2017,Mountain Fork,Rainbow Trout,96,9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,3/23/2017,Mountain Fork,Rainbow Trout,"2,380",11.05,Greers Ferry NFH
2017,Public Fish - Stocked,3/29/2017,Canton,Walleye,"2,400,000",fry,Byron SFH - ODWC
2017,Public Fish - Stocked,3/29/2017,Hefner,Walleye,"600,000",fry,Pratt SFH - Kansas
2017,Public Fish - Stocked,4/3/2017,Canton,Walleye,"760,000",fry,Byron SFH - ODWC
2017,Public Fish - Stocked,4/3/2017,Ft. Supply,Walleye,"240,000",fry,Byron SFH - ODWC
2017,Public Fish - Stocked,4/5/2017,Elmer,Certified Florida Largemouth Bass,488,7,Durant SFH - ODWC
2017,Public Fish - Stocked,4/5/2017,Watonga,Florida Largemouth Bass,488,7,Durant SFH - ODWC
2017,Public Fish - Stocked,4/10/2017,Cleveland City,Certified Florida Largemouth Bass,220,6,Durant SFH - ODWC
2017,Public Fish - Stocked,4/10/2017,Eucha Lake,Florida Largemouth Bass,639,8-Jun,Durant SFH - ODWC
2017,Public Fish - Stocked,4/10/2017,Lone Chimney,Certified Florida Largemouth Bass,220,6,Durant SFH - ODWC
2017,Public Fish - Stocked,4/10/2017,Perry CCC (Lake Perry Park),Certified Florida Largemouth Bass,50,6,Durant SFH - ODWC
2017,Public Fish - Stocked,4/10/2017,Shidler,Certified Florida Largemouth Bass,100,6,Durant SFH - ODWC
2017,Public Fish - Stocked,4/11/2017,Ft. Gibson Lake,Florida Largemouth Bass,"1,750",9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/11/2017,Ft. Gibson Lake,Florida Largemouth Bass,"1,750",9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/13/2017,Mountain Fork,Rainbow Trout,"2,470",10.91,Greers Ferry NFH
2017,Public Fish - Stocked,4/13/2017,Mountain Fork,Rainbow Trout,"2,500",10.91,Greers Ferry NFH
2017,Public Fish - Stocked,4/17/2017,"Bluestem, Osage",Saugeye,"50,144",fry,Byron SFH - ODWC
2017,Public Fish - Stocked,4/17/2017,Carl Blackwell,Saugeye,"211,860",fry,Byron SFH - ODWC
2017,Public Fish - Stocked,4/17/2017,McMurtry,Saugeye,"72,396",fry,Byron SFH - ODWC
2017,Public Fish - Stocked,4/17/2017,Ponca City Lake,Saugeye,"50,458",fry,Byron SFH - ODWC
2017,Public Fish - Stocked,4/17/2017,Shawnee #1,Saugeye,"68,949",fry,Byron SFH - ODWC
2017,Public Fish - Stocked,4/17/2017,Shawnee #2,Saugeye,"83,741",fry,Byron SFH - ODWC
2017,Public Fish - Stocked,4/17/2017,Shell Lake,Saugeye,"35,916",fry,Byron SFH - ODWC
2017,Public Fish - Stocked,4/17/2017,Waurika,Saugeye,"316,536",fry,Byron SFH - ODWC
2017,Public Fish - Stocked,4/18/2017,Altus Lugert,Walleye,"71,558",1.5,Holdenville SFH - ODWC
2017,Public Fish - Stocked,4/18/2017,Skiatook,Walleye,"113,158",1.5,Holdenville SFH - ODWC
2017,Public Fish - Stocked,4/20/2017,Ft. Supply,Walleye,"700,000",fry,Byron SFH - ODWC
2017,Public Fish - Stocked,4/20/2017,Mountain Fork,Rainbow Trout,82,14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,4/20/2017,Mountain Fork,Rainbow Trout,"1,038",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,4/21/2017,Ardmore City,Hybrid Sunfish,100,6,Durant SFH - ODWC
2017,Public Fish - Stocked,4/21/2017,Big 5 Fishing Clinic,Hybrid Sunfish,200,6,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,Arkansas River,Sauger,"56,245",1.5,Holdenville SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,"Bickham & Rudkin (33rd Street Pond), Edmond",Channel Catfish,802,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,"Buck Thomas, Moore",Channel Catfish,200,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,Doc Hollis,Channel Catfish,702,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,El Reno - Southern Hills North,Channel Catfish,201,9,Durant SFH - ODWC
