Year,Type,Date,Water Body,Species,Number,Size,Hatchery
2003,Public Fish - Stocked,5/15/2003,Illinois River-Lower,Rainbow Trout,"3,750",9,Greers Ferry NFH
2003,Public Fish - Stocked,5/15/2003,Pauls Valley City,Saugeye,"37,500",1.5,Byron SFH - ODWC
2003,Public Fish - Stocked,5/15/2003,"Pickens, Eufaula",Channel Catfish,300,14,Longview Ranch
2003,Public Fish - Stocked,5/15/2003,Tenkiller State Park,Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,5/15/2003,Tom Steed,Saugeye,"64,000",1.25,Byron SFH - ODWC
2003,Public Fish - Stocked,5/15/2003,Wewoka,Saugeye,"11,700",2,Byron SFH - ODWC
2003,Public Fish - Stocked,5/19/2003,Holdenville City,Channel Catfish,"11,200",7,Durant SFH - ODWC
2003,Public Fish - Stocked,5/19/2003,Okemah City,Channel Catfish,"14,496",7,Durant SFH - ODWC
2003,Public Fish - Stocked,5/19/2003,Wetumka,Channel Catfish,"3,632",7,Durant SFH - ODWC
2003,Public Fish - Stocked,5/20/2003,Ft. Sill Ponds,Northern Largemouth Bass,"5,000",1,JA Manning SFH - ODWC
2003,Public Fish - Stocked,5/20/2003,Kids Fish Out,Channel Catfish,200,14,Longview Ranch
2003,Public Fish - Stocked,5/20/2003,Okmulgee,Channel Catfish,"14,976",7,Durant SFH - ODWC
2003,Public Fish - Stocked,5/20/2003,Skiatook Nursery Pond,Channel Catfish,200,14,Longview Ranch
2003,Public Fish - Stocked,5/20/2003,"Veterans Center Pond, Lawton",Northern Largemouth Bass,"1,200",1,JA Manning SFH - ODWC
2003,Public Fish - Stocked,5/20/2003,Whitaker Park Pond,Channel Catfish,200,14,Longview Ranch
2003,Public Fish - Stocked,5/22/2003,Illinois River-Lower,Rainbow Trout,"3,750",9,Greers Ferry NFH
2003,Public Fish - Stocked,5/22/2003,Mountain Fork,Rainbow Trout,86,14,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,5/22/2003,Mountain Fork,Rainbow Trout,"3,350",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,5/28/2003,Illinois River-Lower,Rainbow Trout,"18,500",3.6,Neosho NFH
2003,Public Fish - Stocked,5/28/2003,Illinois River-Lower,Rainbow Trout,"18,500",,
2003,Public Fish - Stocked,5/28/2003,Mountain Fork,Rainbow Trout,"18,500",4,
2003,Public Fish - Stocked,5/28/2003,"NE Lions Park, Norman (AKA Willow Pond)",Northern Largemouth Bass,150,10,Vet Center Pond-Norman
2003,Public Fish - Stocked,5/29/2003,Camp McFadden Pond (Ponca City Youth Camp Pond),Channel Catfish,200,14,Longview Ranch
2003,Public Fish - Stocked,5/29/2003,Crowder Lake,Northern Largemouth Bass,"6,000",2,JA Manning SFH - ODWC
2003,Public Fish - Stocked,5/29/2003,Illinois River-Lower,Rainbow Trout,"3,500",9,Greers Ferry NFH
2003,Public Fish - Stocked,5/29/2003,Kids Fish Out,Northern Largemouth Bass,"6,000",2,
2003,Public Fish - Stocked,5/29/2003,Mountain Fork,Rainbow Trout,98,14,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,5/29/2003,Mountain Fork,Rainbow Trout,"3,345",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,5/29/2003,Standing Bear Pond,Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,6/2/2003,"Bluestem, Atoka",Northern Largemouth Bass,"5,000",1.5,Holdenville SFH - ODWC
2003,Public Fish - Stocked,6/2/2003,"Liberty Lake Park, Lawton",Hybrid Sunfish,250,5,Lake Helen
2003,Public Fish - Stocked,6/2/2003,"Liberty Lake Park, Lawton",Northern Largemouth Bass,30,10,Lake Helen
2003,Public Fish - Stocked,6/3/2003,Elk City Nursery Pond,Bluegill,200,5,Lake Helen
2003,Public Fish - Stocked,6/3/2003,"Liberty Lake Park, Lawton",Northern Largemouth Bass,25,10,Lake Helen
2003,Public Fish - Stocked,6/3/2003,Thunderbird Nursery,Certified Florida Largemouth Bass,"15,015",2,Durant SFH - ODWC
2003,Public Fish - Stocked,6/4/2003,Chouteau Bridge Pond (WMA),Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,6/4/2003,Connors Drug Ranch,Channel Catfish,250,14,Longview Ranch
2003,Public Fish - Stocked,6/4/2003,"Ft. Sill, Miner Twins",Channel Catfish,362,14,Longview Ranch
2003,Public Fish - Stocked,6/4/2003,"Houston Pond, Twin Eagle's Ranch",Hybrid Bluegill,100,5,Byron SFH - ODWC
2003,Public Fish - Stocked,6/4/2003,"Houston Pond, Twin Eagle's Ranch",Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,6/4/2003,"Liberty Lake Park, Lawton",Channel Catfish,250,14,Longview Ranch
2003,Public Fish - Stocked,6/4/2003,Owen Park,Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,6/4/2003,Talihina State Veterans Hospital,Hybrid Bluegill,200,5,Holdenville SFH - ODWC
2003,Public Fish - Stocked,6/4/2003,Talihina State Veterans Hospital,Channel Catfish,200,14,Longview Ranch
2003,Public Fish - Stocked,6/4/2003,Turley's Ch Pond,Channel Catfish,50,14,Longview Ranch
2003,Public Fish - Stocked,6/4/2003,Vincent,Northern Largemouth Bass,"4,000",1,
2003,Public Fish - Stocked,6/5/2003,Mountain Fork,Rainbow Trout,71,14,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,6/5/2003,Mountain Fork,Rainbow Trout,"3,505",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,6/9/2003,Crystal Beach Lake,Hybrid Sunfish,80,4,Byron SFH - ODWC
2003,Public Fish - Stocked,6/10/2003,Canton,Hybrid Striped Bass,"73,610",1.5,Byron SFH - ODWC
2003,Public Fish - Stocked,6/10/2003,Ponca City Lake,Hybrid Striped Bass,"8,400",1.5,Byron SFH - ODWC
2003,Public Fish - Stocked,6/10/2003,Skiatook,Hybrid Striped Bass,"79,800",1.5,Holdenville SFH - ODWC
2003,Public Fish - Stocked,6/10/2003,Sooner Lake,Hybrid Striped Bass,"28,545",1.5,Byron SFH - ODWC
2003,Public Fish - Stocked,6/10/2003,"Willow Springs, Ponca City",Channel Catfish,200,14,Longview Ranch
2003,Public Fish - Stocked,6/11/2003,Birch,Hybrid Striped Bass,"15,000",1.3,Holdenville SFH - ODWC
2003,Public Fish - Stocked,6/11/2003,Dolese Park Pond,Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,6/11/2003,Eagle Ridge Jr. Pond (OKC),Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,6/11/2003,Greenleaf Kids Pond,Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,6/11/2003,"Hunter Park, Tulsa",Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,6/11/2003,Konawa,Hybrid Striped Bass,"15,625",1.3,Byron SFH - ODWC
2003,Public Fish - Stocked,6/11/2003,Sapulpa - Kelly Lane Park,Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,6/11/2003,Skiatook,Hybrid Striped Bass,"30,625",1.3,Holdenville SFH - ODWC
2003,Public Fish - Stocked,6/11/2003,"Wildhorse Park Pond, Mustang",Channel Catfish,200,14,Longview Ranch
2003,Public Fish - Stocked,6/12/2003,Canton,Striped Bass,"4,900",1.5,Byron SFH - ODWC
2003,Public Fish - Stocked,6/12/2003,Carl Blackwell,Hybrid Striped Bass,"33,740",1.5,Byron SFH - ODWC
2003,Public Fish - Stocked,6/12/2003,Ft. Cobb,Smallmouth Bass,100,6,Lawtonka
2003,Public Fish - Stocked,6/12/2003,Illinois River-Lower,Rainbow Trout,"3,500",9,Greers Ferry NFH
2003,Public Fish - Stocked,6/12/2003,Mountain Fork,Rainbow Trout,65,14,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,6/12/2003,Mountain Fork,Rainbow Trout,"3,016",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,6/12/2003,Sooner Lake,Striped Bass,"28,420",1.25,Byron SFH - ODWC
2003,Public Fish - Stocked,6/12/2003,Tom Steed,Hybrid Striped Bass,"63,000",1.5,Byron SFH - ODWC
2003,Public Fish - Stocked,6/13/2003,Kaw,Striped Bass,"29,890",1.5,Byron SFH - ODWC
2003,Public Fish - Stocked,6/13/2003,"Liberty Lake Park, Lawton",Hybrid Sunfish,150,6,Lake Helen
2003,Public Fish - Stocked,6/13/2003,"Liberty Lake Park, Lawton",Northern Largemouth Bass,10,6,Lake Helen
2003,Public Fish - Stocked,6/16/2003,Waurika,Hybrid Striped Bass,"63,100",1.25,Byron SFH - ODWC
2003,Public Fish - Stocked,6/16/2003,"Wildhorse Park Pond, Mustang",Hybrid Sunfish,200,5,Byron SFH - ODWC
2003,Public Fish - Stocked,6/17/2003,Konawa,Certified Florida Largemouth Bass,"7,280",3,Holdenville SFH - ODWC
2003,Public Fish - Stocked,6/17/2003,Overholser,Hybrid Striped Bass,"246,500",1.25,Byron SFH - ODWC
2003,Public Fish - Stocked,6/17/2003,Pine Creek,Certified Florida Largemouth Bass,"52,500",1.5,Durant SFH - ODWC
2003,Public Fish - Stocked,6/17/2003,Waurika,Hybrid Striped Bass,"38,000",1.25,Byron SFH - ODWC
2003,Public Fish - Stocked,6/18/2003,Altus Lugert,Hybrid Striped Bass,"7,000",1.25,Byron SFH - ODWC
2003,Public Fish - Stocked,6/18/2003,Enid Gov't. Springs,Channel Catfish,200,14,Longview Ranch
2003,Public Fish - Stocked,6/18/2003,Ft. Cobb,Hybrid Striped Bass,"43,000",1.25,Byron SFH - ODWC
2003,Public Fish - Stocked,6/18/2003,"Liberty Lake Park, Lawton",Hybrid Sunfish,100,5,Lake Helen
2003,Public Fish - Stocked,6/18/2003,"Liberty Lake Park, Lawton",Northern Largemouth Bass,9,7,Lake Helen
2003,Public Fish - Stocked,6/18/2003,Minshall Park Pond,Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,6/19/2003,Beaver Dunes State Park,Grass Carp,60,13,Durant SFH - ODWC
2003,Public Fish - Stocked,6/19/2003,Mountain Fork,Rainbow Trout,84,14,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,6/19/2003,Mountain Fork,Rainbow Trout,"3,037",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,6/23/2003,Durant Lake &/Or Treatment,Certified Florida Largemouth Bass,"6,600",3,Durant SFH - ODWC
2003,Public Fish - Stocked,6/23/2003,Ft. Cobb,Smallmouth Bass,70,7,Lawtonka
2003,Public Fish - Stocked,6/23/2003,Kaw City Pond,Channel Catfish,200,14,
2003,Public Fish - Stocked,6/23/2003,Pawhuska Country Club,Channel Catfish,200,14,Longview Ranch
2003,Public Fish - Stocked,6/23/2003,Sardis,Certified Florida Largemouth Bass,"48,000",3,Durant SFH - ODWC
2003,Public Fish - Stocked,6/24/2003,Pine Creek,Certified Florida Largemouth Bass,"24,000",1.5,Durant SFH - ODWC
2003,Public Fish - Stocked,6/24/2003,Sardis,Certified Florida Largemouth Bass,"48,480",3,Durant SFH - ODWC
2003,Public Fish - Stocked,6/24/2003,Sardis,Certified Florida Largemouth Bass,"49,200",3,Durant SFH - ODWC
2003,Public Fish - Stocked,6/24/2003,Skiatook,Certified Florida Largemouth Bass,"103,500",1.5,Durant SFH - ODWC
2003,Public Fish - Stocked,6/25/2003,"Hunter Park, Tulsa",Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,6/25/2003,Jenks,Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,6/25/2003,Konawa,Certified Florida Largemouth Bass,"8,190",3,Holdenville SFH - ODWC
2003,Public Fish - Stocked,6/25/2003,Konawa,Certified Florida Largemouth Bass,"10,400",3,Holdenville SFH - ODWC
2003,Public Fish - Stocked,6/25/2003,Mountain Fork,Rainbow Trout,"4,423",10,Norfork NFH
2003,Public Fish - Stocked,6/25/2003,Sardis,Certified Florida Largemouth Bass,"50,400",3,Durant SFH - ODWC
2003,Public Fish - Stocked,6/26/2003,McGee Creek,Certified Florida Largemouth Bass,"24,240",3,Durant SFH - ODWC
2003,Public Fish - Stocked,6/26/2003,McGee Creek,Certified Florida Largemouth Bass,"54,360",3,Durant SFH - ODWC
2003,Public Fish - Stocked,6/26/2003,Mountain Fork,Rainbow Trout,"4,423",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,6/26/2003,Nanih Waiya,Certified Florida Largemouth Bass,"2,880",3,Durant SFH - ODWC
2003,Public Fish - Stocked,6/26/2003,Ozzie Cobb,Certified Florida Largemouth Bass,"2,640",3,Durant SFH - ODWC
2003,Public Fish - Stocked,6/26/2003,Raymond Gary,Certified Florida Largemouth Bass,"5,400",3,Durant SFH - ODWC
2003,Public Fish - Stocked,6/26/2003,Sardis,Certified Florida Largemouth Bass,"41,040",3,Durant SFH - ODWC
2003,Public Fish - Stocked,7/1/2003,Arbuckle,Certified Florida Largemouth Bass,"11,310",3,Holdenville SFH - ODWC
2003,Public Fish - Stocked,7/1/2003,Ardmore City,Certified Florida Largemouth Bass,"16,872",1.5,Durant SFH - ODWC
2003,Public Fish - Stocked,7/1/2003,Konawa,Certified Florida Largemouth Bass,"1,170",3,Holdenville SFH - ODWC
2003,Public Fish - Stocked,7/1/2003,Scott King,Certified Florida Largemouth Bass,"22,116",1.5,Durant SFH - ODWC
2003,Public Fish - Stocked,7/1/2003,"Veterans Lake, Sulphur",Certified Florida Largemouth Bass,"7,524",1.5,Durant SFH - ODWC
2003,Public Fish - Stocked,7/2/2003,Illinois River-Lower,Rainbow Trout,"3,400",9,Norfork NFH
2003,Public Fish - Stocked,7/2/2003,R.C. Longmire,Certified Florida Largemouth Bass,"43,092",1.5,Durant SFH - ODWC
2003,Public Fish - Stocked,7/2/2003,Schooler,Certified Florida Largemouth Bass,"2,508",1.5,Durant SFH - ODWC
2003,Public Fish - Stocked,7/3/2003,Mountain Fork,Rainbow Trout,63,14,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,7/3/2003,Mountain Fork,Rainbow Trout,"4,326",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,7/8/2003,Eagle Ridge Jr. Pond (OKC),Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,7/8/2003,Falls Creek,Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,7/8/2003,Sooner Lake,Florida Largemouth Bass,"15,900",3,Byron SFH - ODWC
2003,Public Fish - Stocked,7/9/2003,Arbuckle,Certified Florida Largemouth Bass,"13,440",3,Holdenville SFH - ODWC
2003,Public Fish - Stocked,7/9/2003,Hefner,Smallmouth Bass,"12,705",3,Byron SFH - ODWC
2003,Public Fish - Stocked,7/10/2003,Sooner Lake,Florida Largemouth Bass,"9,019",3,Byron SFH - ODWC
2003,Public Fish - Stocked,7/10/2003,"Texoma, Marshall Co.",Paddlefish,"4,500",12,Tishomingo NFH
2003,Public Fish - Stocked,7/11/2003,Sooner Lake,Florida Largemouth Bass,"3,596",3,Byron SFH - ODWC
2003,Public Fish - Stocked,7/14/2003,Arbuckle,Certified Florida Largemouth Bass,"9,520",3,Holdenville SFH - ODWC
2003,Public Fish - Stocked,7/14/2003,Arbuckle,Certified Florida Largemouth Bass,"13,020",3,Holdenville SFH - ODWC
2003,Public Fish - Stocked,7/14/2003,Lawtonka,Certified Florida Largemouth Bass,"12,600",3,Holdenville SFH - ODWC
2003,Public Fish - Stocked,7/14/2003,Lawtonka,Certified Florida Largemouth Bass,"13,200",2.75,Holdenville SFH - ODWC
2003,Public Fish - Stocked,7/14/2003,Lawtonka,Certified Florida Largemouth Bass,"23,200",2.5,Holdenville SFH - ODWC
2003,Public Fish - Stocked,7/14/2003,"Liberty Lake Park, Lawton",Hybrid Sunfish,250,4,Lake Helen
2003,Public Fish - Stocked,7/14/2003,"Liberty Lake Park, Lawton",Northern Largemouth Bass,10,12,Lake Helen
2003,Public Fish - Stocked,7/16/2003,Dolese Park Pond,Channel Catfish,200,14,Longview Ranch
2003,Public Fish - Stocked,7/16/2003,"Legion Park Pond, El Reno",Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,7/17/2003,Illinois River-Lower,Rainbow Trout,"3,400",9,Greers Ferry NFH
2003,Public Fish - Stocked,7/17/2003,Mountain Fork,Brown Trout,"2,110",10,Norfork NFH
2003,Public Fish - Stocked,7/18/2003,Kids Lake (OKC),Channel Catfish,100,14,Arnolds Fish Farm
2003,Public Fish - Stocked,7/18/2003,Wes Watkins,Threadfin Shad,"10,000",,Konawa Lake
2003,Public Fish - Stocked,7/18/2003,Zoo Lake (OKC),Channel Catfish,150,14,Arnolds Fish Farm
2003,Public Fish - Stocked,7/23/2003,Dolese Park Pond,Channel Catfish,95,14,Longview Ranch
2003,Public Fish - Stocked,7/23/2003,Zoo Lake (OKC),Channel Catfish,180,14,Commercial
2003,Public Fish - Stocked,7/25/2003,"Liberty Lake Park, Lawton",Hybrid Sunfish,300,4,
2003,Public Fish - Stocked,7/25/2003,"Liberty Lake Park, Lawton",Northern Largemouth Bass,15,12,Lake Helen
2003,Public Fish - Stocked,7/28/2003,Kids Lake (OKC),Channel Catfish,30,14,Arnolds Fish Farm
2003,Public Fish - Stocked,7/28/2003,Kids Lake (OKC),Channel Catfish,15,14,
2003,Public Fish - Stocked,7/28/2003,South Lake Park East (OKC),Channel Catfish,30,14,H B Parsons Hatchery
2003,Public Fish - Stocked,7/28/2003,Zoo Lake (OKC),Channel Catfish,175,14,Commercial
2003,Public Fish - Stocked,7/29/2003,Blue River,Channel Catfish,"3,135",11,Holdenville SFH - ODWC
2003,Public Fish - Stocked,7/30/2003,Blue River,Channel Catfish,"1,138",10.5,Holdenville SFH - ODWC
2003,Public Fish - Stocked,7/30/2003,Blue River,Channel Catfish,"1,764",10.5,Holdenville SFH - ODWC
2003,Public Fish - Stocked,7/31/2003,Guthrie City ,Blue Catfish,200,14,Kaw
2003,Public Fish - Stocked,7/31/2003,Illinois River-Lower,Rainbow Trout,"3,400",9,Norfork NFH
2003,Public Fish - Stocked,7/31/2003,Mountain Fork,Rainbow Trout,60,14,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,7/31/2003,Mountain Fork,Rainbow Trout,"3,255",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,8/5/2003,Blue River,Channel Catfish,"3,483",11,Holdenville SFH - ODWC
2003,Public Fish - Stocked,8/6/2003,Blue River,Channel Catfish,"2,320",11.5,Holdenville SFH - ODWC
2003,Public Fish - Stocked,8/7/2003,Sardis,Smallmouth Bass,"6,000",2.75,Colorado F & G
2003,Public Fish - Stocked,8/12/2003,Carmen City ,Channel Catfish,"14,237",2,Byron SFH - ODWC
2003,Public Fish - Stocked,8/13/2003,Dolese Park Pond,Channel Catfish,150,14,Longview Ranch
2003,Public Fish - Stocked,8/13/2003,Hartford Pond,Grass Carp,10,18,Holdenville SFH - ODWC
2003,Public Fish - Stocked,8/13/2003,Highfills Pond,Grass Carp,5,18,
2003,Public Fish - Stocked,8/13/2003,Kaw City Sewage Pond,Grass Carp,10,18,
2003,Public Fish - Stocked,8/13/2003,Kirchenbauger,Grass Carp,5,18,
2003,Public Fish - Stocked,8/13/2003,Marland Mansion,Grass Carp,10,18,Holdenville SFH - ODWC
2003,Public Fish - Stocked,8/13/2003,Red Rock Ranch,Grass Carp,7,18,Holdenville SFH - ODWC
2003,Public Fish - Stocked,8/13/2003,"Willow Springs, Ponca City",Grass Carp,10,18,Holdenville SFH - ODWC
2003,Public Fish - Stocked,8/14/2003,Illinois River-Lower,Rainbow Trout,"3,400",9,Norfork NFH
2003,Public Fish - Stocked,8/28/2003,Mountain Fork,Rainbow Trout,65,14,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,8/28/2003,Mountain Fork,Rainbow Trout,"3,364",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,8/29/2003,Cherokee Nation,Channel Catfish,200,14,Longview Ranch
2003,Public Fish - Stocked,8/29/2003,Kids Fish Out,Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,9/5/2003,Midwest City- Soldier Creek (Joe Barnes Regional Park),Channel Catfish,200,14,Longview Ranch
2003,Public Fish - Stocked,9/5/2003,United Methodist Children's Home,Channel Catfish,300,14,Longview Ranch
2003,Public Fish - Stocked,9/10/2003,"Dave Boyer, Aka Walters Lake",Channel Catfish,"10,700",3,Tishomingo NFH
2003,Public Fish - Stocked,9/10/2003,South Lake Park East (OKC),Bluegill,"1,500",1.5,Byron SFH - ODWC
2003,Public Fish - Stocked,9/10/2003,South Lake Park West (OKC),Bluegill,"1,500",1.5,Byron SFH - ODWC
2003,Public Fish - Stocked,9/10/2003,South Lake Park West (OKC),Channel Catfish,600,3,
2003,Public Fish - Stocked,9/11/2003,Greenleaf Lake,Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,9/11/2003,Honor Heights Park,Channel Catfish,200,14,Longview Ranch
2003,Public Fish - Stocked,9/11/2003,Hugo COE Kid's Pond (Wilson Pt.),Channel Catfish,200,14,Longview Ranch
2003,Public Fish - Stocked,9/11/2003,Illinois River-Lower,Rainbow Trout,"3,400",9,Norfork NFH
2003,Public Fish - Stocked,9/11/2003,Okmulgee Kiddie #1,Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,9/11/2003,Okmulgee Kiddie #2,Channel Catfish,100,14,Longview Ranch
2003,Public Fish - Stocked,9/16/2003,South Lake Park West (OKC),Channel Catfish,"1,496",5,H B Parsons Hatchery
2003,Public Fish - Stocked,9/16/2003,Stanley Draper,Channel Catfish,"9,020",5.25,Durant SFH - ODWC
2003,Public Fish - Stocked,9/18/2003,Alva City Hatfield Park,Channel Catfish,"2,500",4,Byron SFH - ODWC
2003,Public Fish - Stocked,9/18/2003,Avard City,Channel Catfish,"3,500",4,Byron SFH - ODWC
2003,Public Fish - Stocked,9/18/2003,Beaver Dunes State Park,Channel Catfish,"2,500",4,Byron SFH - ODWC
2003,Public Fish - Stocked,9/18/2003,Doby Springs,Channel Catfish,"1,000",4,Byron SFH - ODWC
2003,Public Fish - Stocked,9/22/2003,Boecher (Roman Nose),Channel Catfish,"2,500",3,Byron SFH - ODWC
2003,Public Fish - Stocked,9/22/2003,Dahlgren,Channel Catfish,"1,200",8,Tishomingo NFH
2003,Public Fish - Stocked,9/22/2003,Etling,Channel Catfish,"6,400",8,Tishomingo NFH
2003,Public Fish - Stocked,9/22/2003,Ft. Supply,Channel Catfish,"6,831",3,Byron SFH - ODWC
2003,Public Fish - Stocked,9/22/2003,Kids Lake (OKC),Channel Catfish,300,7,JA Manning SFH - ODWC
2003,Public Fish - Stocked,9/22/2003,Lexington WMA Ponds,Channel Catfish,"1,000",8,Tishomingo NFH
2003,Public Fish - Stocked,9/22/2003,"NE Lions Park, Norman (AKA Willow Pond)",Channel Catfish,750,8,Tishomingo NFH
2003,Public Fish - Stocked,9/22/2003,South Lake Park East (OKC),Channel Catfish,300,7,
2003,Public Fish - Stocked,9/22/2003,South Lake Park West (OKC),Channel Catfish,300,7,
2003,Public Fish - Stocked,9/22/2003,"Sunset Lake - Thompson Park, Guymon",Channel Catfish,"1,700",8,Tishomingo NFH
2003,Public Fish - Stocked,9/22/2003,"Sutton Wilderness Area, Norman",Channel Catfish,600,8,Tishomingo NFH
2003,Public Fish - Stocked,9/22/2003,Vanderwork,Channel Catfish,"3,375",8,Tishomingo NFH
2003,Public Fish - Stocked,9/22/2003,Veterans Center Pond,Channel Catfish,150,8,Tishomingo NFH
2003,Public Fish - Stocked,9/22/2003,Zoo Lake (OKC),Channel Catfish,"2,720",9,Tishomingo NFH
2003,Public Fish - Stocked,9/23/2003,Black Kettle (Dead Indian),Channel Catfish,"3,160",8,
2003,Public Fish - Stocked,9/23/2003,Choctaw-Ten Acre (10 Acre Park),Channel Catfish,400,8,Tishomingo NFH
2003,Public Fish - Stocked,9/23/2003,Dolese Park Pond,Channel Catfish,640,8,Tishomingo NFH
2003,Public Fish - Stocked,9/23/2003,"Eagle Lake, Del City",Channel Catfish,"1,000",8,Tishomingo NFH
2003,Public Fish - Stocked,9/23/2003,"Hafer Park Pond, Edmond",Channel Catfish,750,8,Tishomingo NFH
2003,Public Fish - Stocked,9/23/2003,Jap Beaver,Channel Catfish,"2,600",9,Tishomingo NFH
2003,Public Fish - Stocked,9/23/2003,Kids Lake (OKC),Channel Catfish,930,8,Tishomingo NFH
2003,Public Fish - Stocked,9/23/2003,Moore High School Pond (Jimmy Pigg Pond),Channel Catfish,200,8,Tishomingo NFH
2003,Public Fish - Stocked,9/23/2003,South Lake Park East (OKC),Channel Catfish,300,8,Tishomingo NFH
2003,Public Fish - Stocked,9/23/2003,South Lake Park West (OKC),Channel Catfish,300,8,Tishomingo NFH
2003,Public Fish - Stocked,9/23/2003,"Spring Creek, Roger Mills Co.",Channel Catfish,"1,600",8,Tishomingo NFH
2003,Public Fish - Stocked,9/23/2003,Tinker AFB Ponds,Channel Catfish,600,8,Tishomingo NFH
2003,Public Fish - Stocked,9/23/2003,"Wildhorse Park Pond, Mustang",Channel Catfish,350,8,Tishomingo NFH
2003,Public Fish - Stocked,9/24/2003,Carriage Hills,Channel Catfish,300,9,Tishomingo NFH
2003,Public Fish - Stocked,9/24/2003,Geronimo City Park Pond,Channel Catfish,200,9,Tishomingo NFH
2003,Public Fish - Stocked,9/24/2003,Geronimo Kid's Pond,Channel Catfish,150,9,Tishomingo NFH
2003,Public Fish - Stocked,9/24/2003,"Hunter Park, Kiowa",Channel Catfish,250,9,Tishomingo NFH
2003,Public Fish - Stocked,9/24/2003,Park Lane,Channel Catfish,300,9,Tishomingo NFH
2003,Public Fish - Stocked,9/24/2003,Skyline Pond,Channel Catfish,200,9,Tishomingo NFH
2003,Public Fish - Stocked,9/24/2003,Temple,Channel Catfish,850,9,Tishomingo NFH
2003,Public Fish - Stocked,9/25/2003,Illinois River-Lower,Rainbow Trout,"3,400",9,Norfork NFH
2003,Public Fish - Stocked,9/25/2003,Mountain Fork,Rainbow Trout,40,14,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,9/25/2003,Mountain Fork,Rainbow Trout,"3,132",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2003,Public Fish - Stocked,9/25/2003,Overholser,Channel Catfish,"8,404",5.25,Durant SFH - ODWC
2003,Public Fish - Stocked,9/29/2003,Altus City,Channel Catfish,"3,500",9,Tishomingo NFH
2003,Public Fish - Stocked,9/29/2003,Bartlesville Lowe,Channel Catfish,250,8,Tishomingo NFH
2003,Public Fish - Stocked,9/29/2003,Boomer,Channel Catfish,"4,940",8,Tishomingo NFH
2003,Public Fish - Stocked,9/29/2003,Great Salt Plains,Channel Catfish,200,8,Tishomingo NFH
2003,Public Fish - Stocked,9/29/2003,Sandy Sanders,Channel Catfish,500,9,Tishomingo NFH
2003,Public Fish - Stocked,9/29/2003,"Willow Springs, Ponca City",Channel Catfish,150,8,Tishomingo NFH
2003,Public Fish - Stocked,9/30/2003,Ellsworth,Channel Catfish,"2,640",9,Tishomingo NFH
2003,Public Fish - Stocked,9/30/2003,Fletcher Pond,Channel Catfish,200,8,Tishomingo NFH
2003,Public Fish - Stocked,10/6/2003,Ft. Supply,Channel Catfish,"16,227",4,Byron SFH - ODWC
